hand,deal,advisor_seat,advisor_position,dealer_seat,street_reached,showdown,board,advisor_hole,advisor_chips,villain_chips,decisions,seat0_chips,seat1_chips,seat2_chips
3871,1290,1,SB,0,3,True,9s 3h Qc Kc Qd,3s 3d,1965.3600000000001,-1965.36,9,-88.0,1965.3600000000001,-1877.36
3872,1290,2,BB,0,3,True,9s 3h Qc Kc Qd,Kd Qs,2110,-2110,13,-110,-2000,2110
3873,1291,0,BTN,0,3,True,3h 8c 2s Ah Jc,Ac Td,2010,-2010,10,2010,-10,-2000
3874,1291,1,SB,0,0,False,,9c 2h,-10,10,2,0,-10,10
3875,1291,2,BB,0,3,True,3h 8c 2s Ah Jc,5d Ad,107,-107,11,0,-107,107
3876,1292,0,BTN,0,3,True,As Td 6h 5h 9h,9d Ks,-50,50,11,-50,-1400,1450
3877,1292,1,SB,0,2,False,As Td 6h 5h,Js Ts,-1132,1132,11,-88,-1132,1220
3878,1292,2,BB,0,3,True,As Td 6h 5h 9h,Qs Ah,1541.4285714285716,-1541.4285714285716,11,-20.0,-1521.4285714285716,1541.4285714285716
3879,1293,0,BTN,0,0,False,,4d 9h,0,0,3,0,20,-20
3880,1293,1,SB,0,3,True,4s Qs 5d 3h Jc,Jh Js,928,-928,10,0,928,-928
3881,1293,2,BB,0,0,False,,6s 4c,-20,20,3,0,20,-20
3882,1294,0,BTN,0,3,True,3d 3h 9c Tc Kh,5h 4c,0,0,10,0,1920,-1920
3883,1294,1,SB,0,3,True,3d 3h 9c Tc Kh,As Ts,580,-580,9,0,580,-580
3884,1294,2,BB,0,2,False,3d 3h 9c Tc,Ad Js,-80,80,7,0,80,-80
3885,1295,0,BTN,0,1,False,Jc Kh Jd,3h 7d,0,0,6,0,-20,20
3886,1295,1,SB,0,0,False,,7c 4h,-10,10,2,0,-10,10
3887,1295,2,BB,0,1,False,Jc Kh Jd,Tc 9s,20,-20,6,0,-20,20
3888,1296,0,BTN,0,3,False,5s 3h 3c As 3d,2c Ah,0,0,10,0,-20,20
3889,1296,1,SB,0,0,False,,Js 7h,-10,10,2,0,-10,10
3890,1296,2,BB,0,1,False,5s 3h 3c,Kc 6h,20,-20,6,0,-20,20
3891,1297,0,BTN,0,3,True,Qh 3c Tc Th 3d,6d Jc,0,0,12,0,-1920,1920
3892,1297,1,SB,0,0,False,,Ad 9s,-60,60,4,0,-60,60
3893,1297,2,BB,0,3,True,Qh 3c Tc Th 3d,Ah Ac,248,-248,12,0,-248,248
3894,1298,0,BTN,0,1,False,Ad Qc 7c,4d 8d,0,0,5,0,20,-20
3895,1298,1,SB,0,0,False,,Js Ah,20,-20,3,0,20,-20
3896,1298,2,BB,0,1,False,Ad Qc 7c,9h 2h,-20,20,5,0,20,-20
3897,1299,0,BTN,0,3,True,Tc 5d 5h 2c 7c,6c 9s,0,0,10,0,480,-480
3898,1299,1,SB,0,3,True,Tc 5d 5h 2c 7c,As Qs,150,-150,10,0,150,-150
3899,1299,2,BB,0,3,True,Tc 5d 5h 2c 7c,9d Ac,-320,320,9,0,320,-320
3900,1300,0,BTN,0,1,False,Th Js Ad,7s 4h,0,0,5,0,20,-20
3901,1300,1,SB,0,1,False,Th Js Ad,Kc 5c,60,-60,5,0,60,-60
3902,1300,2,BB,0,1,False,Th Js Ad,4d 2d,-20,20,5,0,20,-20
3903,1301,0,BTN,0,3,True,Th Js 4s Qc 8s,Kh Qh,-50,50,12,-50,-1925,1975
3904,1301,1,SB,0,0,False,,5c 5h,-88,88,5,-20,-88,108
3905,1301,2,BB,0,3,True,Th Js 4s Qc 8s,Kc Ks,1480.0,-1480.0,13,-1420.0,-60.0,1480.0
3906,1302,0,BTN,0,2,False,6c 4c Ah 5h,4d 5d,96,-96,9,96,-10,-86
3907,1302,1,SB,0,0,False,,2d 9h,-10,10,2,0,-10,10
3908,1302,2,BB,0,3,True,6c 4c Ah 5h Qs,Jd 2h,20,-20,9,0,-20,20
3909,1303,0,BTN,0,3,True,Qd 4c 6c Ac Js,Ah Kd,515,-515,10,515,-10,-505
3910,1303,1,SB,0,3,True,Qd 4c 6c Ac Js,5h Ts,-10,10,11,1818,-10,-1808
3911,1303,2,BB,0,3,True,Qd 4c 6c Ac Js,8d 8s,-470,470,14,490,-20,-470
3912,1304,0,BTN,0,1,False,5d Jh 5c,5h 6c,0,0,5,0,20,-20
3913,1304,1,SB,0,0,False,,Ad 2c,-10,10,2,0,-10,10
3914,1304,2,BB,0,1,False,5d Jh 5c,6s 9h,-20,20,5,0,20,-20
3915,1305,0,BTN,0,3,True,5s Ts 3d 3c Js,9c 8h,-50,50,9,-50,-10,60
3916,1305,1,SB,0,3,True,5s Ts 3d 3c Js,4h 6h,-60,60,9,0,-60,60
3917,1305,2,BB,0,3,True,5s Ts 3d 3c Js,Ac 7h,20,-20,9,0,-20,20
3918,1306,0,BTN,0,3,True,Ad 2s 8h 7c Jh,9s 6h,0,0,11,0,1604,-1604
3919,1306,1,SB,0,2,False,Ad 2s 8h 7c,8d 9h,-240,240,9,0,-240,240
3920,1306,2,BB,0,3,True,Ad 2s 8h 7c Jh,6c 8c,-1280,1280,9,0,1280,-1280
3921,1307,0,BTN,0,2,False,3c 2c 4c 9d,2h 3d,0,0,8,0,-20,20
3922,1307,1,SB,0,0,False,,Jh 8c,-10,10,2,0,-10,10
3923,1307,2,BB,0,3,True,3c 2c 4c 9d 6h,Kd 9c,46,-46,10,0,-46,46
3924,1308,0,BTN,0,1,False,Ah Kh 7s,6c 6d,-380,380,7,-380,-10,390
3925,1308,1,SB,0,3,True,Ah Kh 7s Th Td,5c 7d,-10,10,10,-1995,-10,2005
3926,1308,2,BB,0,3,True,Ah Kh 7s Th Td,Qd Ks,120,-120,13,-60,-60,120
3927,1309,0,BTN,0,1,False,9s Tc 6d,5h 3s,0,0,7,0,-120,120
3928,1309,1,SB,0,0,False,,Kc 5s,-10,10,2,0,-10,10
3929,1309,2,BB,0,1,False,9s Tc 6d,As Ad,20,-20,6,0,-20,20
3930,1310,0,BTN,0,1,False,8h 5h As,3h Jc,0,0,5,0,20,-20
3931,1310,1,SB,0,0,False,,Jh 8s,-10,10,2,0,-10,10
3932,1310,2,BB,0,1,False,8h 5h As,Th 6c,-20,20,5,0,20,-20
3933,1311,0,BTN,0,3,True,9d 5h 3s 2d 7c,7h Kh,100,-100,12,100,-50,-50
3934,1311,1,SB,0,3,False,9d 5h 3s 2d 7c,Ts Kc,-88,88,11,108,-88,-20
3935,1311,2,BB,0,3,False,9d 5h 3s 2d 7c,Jd 4c,-20,20,14,40,-20,-20
3936,1312,0,BTN,0,3,False,Qc 2h Ks 4d 4h,Qs Ac,96,-96,11,96,-10,-86
3937,1312,1,SB,0,0,False,,3s 7d,-10,10,2,0,-10,10
3938,1312,2,BB,0,3,True,Qc 2h Ks 4d 4h,9c 5s,20,-20,9,0,-20,20
3939,1313,0,BTN,0,2,False,6d 8d 7h 5c,2s 9d,0,0,7,0,80,-80
3940,1313,1,SB,0,3,False,6d 8d 7h 5c 3c,6c 9c,60,-60,9,0,60,-60
3941,1313,2,BB,0,1,False,6d 8d 7h,3d Ac,-20,20,5,0,20,-20
3942,1314,0,BTN,0,2,False,As Js 3h 8h,5d Ts,0,0,7,0,20,-20
3943,1314,1,SB,0,0,False,,9s 8d,-10,10,2,0,-10,10
3944,1314,2,BB,0,1,False,As Js 3h,2d 4d,20,-20,6,0,-20,20
3945,1315,0,BTN,0,1,False,2c Ah 9s,6h Kh,-50,50,6,-50,100,-50
3946,1315,1,SB,0,3,False,2c Ah 9s 6d 8d,Ac Qh,250,-250,9,0,250,-250
3947,1315,2,BB,0,2,False,2c Ah 9s 6d,Jc Qc,-80,80,7,0,80,-80
3948,1316,0,BTN,0,0,False,,6s Kh,0,0,4,0,-20,20
3949,1316,1,SB,0,1,False,7d 2c Tc,9c 3c,-10,10,6,-120,-10,130
3950,1316,2,BB,0,2,False,7d 2c Tc 9s,Kd Ad,-20,20,9,-20,40,-20
3951,1317,0,BTN,0,3,True,Qd Qh 8d Ks 6d,Th 7c,0,0,9,0,1280,-1280
3952,1317,1,SB,0,0,False,,8c 3c,-10,10,2,0,-10,10
3953,1317,2,BB,0,2,False,Qd Qh 8d Ks,9d Ac,-80,80,7,0,80,-80
3954,1318,0,BTN,0,1,False,Ad Ks 6c,7c 8d,0,0,5,0,20,-20
3955,1318,1,SB,0,0,False,,2d 6d,-10,10,2,0,-10,10
3956,1318,2,BB,0,1,False,Ad Ks 6c,9d 7h,-20,20,5,0,20,-20
3957,1319,0,BTN,0,0,False,,9c 7d,0,0,4,0,-20,20
3958,1319,1,SB,0,0,False,,5s 4c,-10,10,2,0,-10,10
3959,1319,2,BB,0,1,False,7c 3s 7h,Kd Ks,20,-20,6,0,-20,20
3960,1320,0,BTN,0,3,True,Ah 7h 4h 4s Kd,8c Qc,5,-5,9,5,-10,5
3961,1320,1,SB,0,0,False,,9h 2h,-10,10,2,0,-10,10
3962,1320,2,BB,0,2,False,Ah 7h 4h 4s,Qd 9c,-80,80,7,0,80,-80
3963,1321,0,BTN,0,3,False,3d 8h Kd Td 2h,5d Th,0,0,9,0,20,-20
3964,1321,1,SB,0,0,False,,3s 6c,-10,10,2,0,-10,10
3965,1321,2,BB,0,3,True,3d 8h Kd Td 2h,5h 6d,-150,150,11,0,150,-150
3966,1322,0,BTN,0,2,False,Th 9d 9c 8s,As 5c,-50,50,7,-50,-10,60
3967,1322,1,SB,0,3,True,Th 9d 9c 8s 4h,Td Qc,2000,-2000,11,0,2000,-2000
3968,1322,2,BB,0,1,False,Th 9d 9c,3c 8c,-20,20,5,0,20,-20
3969,1323,0,BTN,0,2,False,8h 3h 3d 2s,Jd 3s,0,0,8,0,120,-120
3970,1323,1,SB,0,0,False,,6h 2h,-10,10,2,0,-10,10
3971,1323,2,BB,0,2,False,8h 3h 3d 2s,7d Js,-20,20,7,0,20,-20
3972,1324,0,BTN,0,1,False,Qs 2s Ts,5h 9s,0,0,6,0,120,-120
3973,1324,1,SB,0,0,False,,7h Ks,-10,10,2,0,-10,10
3974,1324,2,BB,0,1,False,Qs 2s Ts,Kh 4d,-20,20,5,0,20,-20
3975,1325,0,BTN,0,1,False,Tc Kd 8c,8h 3d,0,0,5,0,20,-20
3976,1325,1,SB,0,3,False,Tc Kd 8c Jc Ad,Qc 3c,60,-60,9,0,60,-60
3977,1325,2,BB,0,1,False,Tc Kd 8c,6s 5d,-20,20,5,0,20,-20
3978,1326,0,BTN,0,3,True,7d 2s 4h Kd 5d,4c Jh,0,0,12,0,-1920,1920
3979,1326,1,SB,0,2,False,7d 2s 4h Kd,Ah 9h,-240,240,9,0,-240,240
3980,1326,2,BB,0,3,True,7d 2s 4h Kd 5d,Ad 2d,46,-46,10,0,-46,46
3981,1327,0,BTN,0,2,False,4c 9c Kc 6c,Ad 6h,-215,215,7,-215,-10,225
3982,1327,1,SB,0,0,False,,Qc 6d,-10,10,2,0,-10,10
3983,1327,2,BB,0,2,False,4c 9c Kc 6c,8c 9s,-80,80,7,0,80,-80
3984,1328,0,BTN,0,3,True,6s 5s Ts 4c 5c,2d Jd,0,0,11,0,1604,-1604
3985,1328,1,SB,0,1,False,6s 5s Ts,5h 6h,-100,100,6,0,-100,100
3986,1328,2,BB,0,3,True,6s 5s Ts 4c 5c,Qs Td,-2000,2000,10,0,2000,-2000
3987,1329,0,BTN,0,3,True,3h 9d 5h 6s Kc,Qh 7c,0,0,10,0,-1520,1520
3988,1329,1,SB,0,0,False,,5s 2h,-10,10,2,0,-10,10
3989,1329,2,BB,0,3,True,3h 9d 5h 6s Kc,Th 6h,1280,-1280,9,0,-1280,1280
3990,1330,0,BTN,0,2,False,5s Ah 8d Jc,2d Th,0,0,9,0,-80,80
3991,1330,1,SB,0,0,False,,2h Qs,-10,10,2,0,-10,10
3992,1330,2,BB,0,2,False,5s Ah 8d Jc,As 8h,60,-60,9,0,-60,60
3993,1331,0,BTN,0,3,True,7s 2h 3c 2s 4c,2d Ac,0,0,9,0,1280,-1280
3994,1331,1,SB,0,3,True,7s 2h 3c 2s 4c,As 7d,348,-348,9,0,348,-348
3995,1331,2,BB,0,3,True,7s 2h 3c 2s 4c,3d Ts,-1280,1280,9,0,1280,-1280
3996,1332,0,BTN,0,3,True,4d 7c 4c 9h Qs,5s 6h,0,0,9,0,-20,20
3997,1332,1,SB,0,0,False,,5c 2s,-10,10,2,0,-10,10
3998,1332,2,BB,0,3,True,4d 7c 4c 9h Qs,Td 3c,20,-20,9,0,-20,20
3999,1333,0,BTN,0,3,True,Ts 2c Jc 4c Qd,Qh 4s,0,0,9,0,80,-80
4000,1333,1,SB,0,0,False,,4d 6h,-10,10,2,0,-10,10
4001,1333,2,BB,0,3,True,Ts 2c Jc 4c Qd,2d 8d,-80,80,9,0,80,-80
4002,1334,0,BTN,0,3,True,Kc 4h 6d 9s Th,Ad 4s,-50,50,12,-50,2017,-1967
4003,1334,1,SB,0,2,False,Kc 4h 6d 9s,Jd Qd,-240,240,9,0,-240,240
4004,1334,2,BB,0,3,True,Kc 4h 6d 9s Th,8d Kh,-2000,2000,13,0,2000,-2000
4005,1335,0,BTN,0,1,False,Qd 8d 2s,Qc 6c,100,-100,8,100,-50,-50
4006,1335,1,SB,0,1,False,Qd 8d 2s,Js Kc,60,-60,5,0,60,-60
4007,1335,2,BB,0,1,False,Qd 8d 2s,7d 6h,20,-20,6,0,-20,20
4008,1336,0,BTN,0,3,True,3c Kd 9h 5d Qs,Tc 4s,0,0,11,0,1704,-1704
4009,1336,1,SB,0,0,False,,Ks 5s,-60,60,4,0,-60,60
4010,1336,2,BB,0,3,True,3c Kd 9h 5d Qs,Ad Kh,1760.0,-1760.0,8,0.0,-1760.0,1760.0
4011,1337,0,BTN,0,1,False,Kd Kc 5h,Jc 3c,0,0,5,0,20,-20
4012,1337,1,SB,0,3,True,Kd Kc 5h 9c 3h,8d 5d,237,-237,10,-217,237,-20
4013,1337,2,BB,0,3,True,Kd Kc 5h 9c 3h,4s 6d,-20,20,10,-790,810,-20
4014,1338,0,BTN,0,1,False,Kd 7s As,Ah 5d,60,-60,6,60,-10,-50
4015,1338,1,SB,0,0,False,,Jd 2c,-10,10,2,0,-10,10
4016,1338,2,BB,0,3,True,Kd 7s As 8d Ad,6h 9d,-20,20,9,0,20,-20
4017,1339,0,BTN,0,1,False,7d 4h 2c,9s 8h,0,0,7,0,-120,120
4018,1339,1,SB,0,0,False,,6d 3h,-10,10,2,0,-10,10
4019,1339,2,BB,0,3,True,7d 4h 2c 3d 8d,2s As,-80,80,9,0,80,-80
4020,1340,0,BTN,0,3,True,3h Ah 6c Jh 6d,Qd Ad,555,-555,10,555,-10,-545
4021,1340,1,SB,0,3,True,3h Ah 6c Jh 6d,3s 7c,-10,10,11,1780,-10,-1770
4022,1340,2,BB,0,3,True,3h Ah 6c Jh 6d,Qs 3c,-1910,1910,14,1930,-20,-1910
4023,1341,0,BTN,0,3,True,8c Ah Qc 7s Td,Qs Ts,-1521.4285714285716,1521.4285714285716,9,-1521.4285714285716,1541.4285714285716,-20.0
4024,1341,1,SB,0,3,False,8c Ah Qc 7s Td,Kh Kd,100,-100,9,0,100,-100
4025,1341,2,BB,0,1,False,8c Ah Qc,2s Js,-120,120,5,0,120,-120
4026,1342,0,BTN,0,3,False,Kd 5s Qd 3h 9s,6c Qc,96,-96,11,96,-10,-86
4027,1342,1,SB,0,3,False,Kd 5s Qd 3h 9s,Tc Qh,60,-60,9,0,60,-60
4028,1342,2,BB,0,1,False,Kd 5s Qd,Js 4h,-20,20,5,0,20,-20
4029,1343,0,BTN,0,1,False,2d Qd 3s,Jc 9c,60,-60,6,60,-10,-50
4030,1343,1,SB,0,3,True,2d Qd 3s 8s Ks,2s 3d,-10,10,9,30,-10,-20
4031,1343,2,BB,0,3,True,2d Qd 3s 8s Ks,6h 5d,-20,20,9,30,-10,-20
4032,1344,0,BTN,0,3,True,4d 8s Qd 7c 8h,Ac Kc,-50,50,9,-50,-10,60
4033,1344,1,SB,0,3,True,4d 8s Qd 7c 8h,2d 5s,-10,10,9,-20,-10,30
4034,1344,2,BB,0,3,True,4d 8s Qd 7c 8h,5c 4s,30,-30,9,-20,-10,30
4035,1345,0,BTN,0,3,True,2s Qh 7c 2d 7s,Qc 6s,0,0,9,0,0,0
4036,1345,1,SB,0,3,True,2s Qh 7c 2d 7s,4c Jc,0,0,9,0,0,0
4037,1345,2,BB,0,3,True,2s Qh 7c 2d 7s,3d Jd,0,0,9,0,0,0
4038,1346,0,BTN,0,1,False,7c Ts 8c,4h 2h,0,0,5,0,20,-20
4039,1346,1,SB,0,3,False,7c Ts 8c 6d 3s,9s 6s,60,-60,9,0,60,-60
4040,1346,2,BB,0,1,False,7c Ts 8c,4s Ad,-20,20,5,0,20,-20
4041,1347,0,BTN,0,3,True,Ah Kh 7d Jc Ad,2s 7s,0,0,9,0,0,0
4042,1347,1,SB,0,0,False,,Qh 4d,-10,10,2,0,-10,10
4043,1347,2,BB,0,3,True,Ah Kh 7d Jc Ad,5s Qs,0,0,9,0,0,0
4044,1348,0,BTN,0,3,True,Kh 6s 4c 5d 6d,8h 3s,0,0,11,0,-1520,1520
4045,1348,1,SB,0,3,True,Kh 6s 4c 5d 6d,As 7c,-1992,1992,12,0,-1992,1992
4046,1348,2,BB,0,3,True,Kh 6s 4c 5d 6d,3d Kc,1160,-1160,12,0,-1160,1160
4047,1349,0,BTN,0,3,True,4h Js Ad Qh 3h,2h Ah,2275,-2275,15,2275,-275,-2000
4048,1349,1,SB,0,2,False,4h Js Ad Qh,5s 5c,-300,300,9,0,-300,300
4049,1349,2,BB,0,3,True,4h Js Ad Qh 3h,8s Jc,80,-80,9,0,-80,80
4050,1350,0,BTN,0,0,False,,Kc 2h,0,0,4,0,-20,20
4051,1350,1,SB,0,0,False,,6d 4s,-10,10,2,0,-10,10
4052,1350,2,BB,0,3,False,8d 2c 8h 4c 5d,Ah Tc,-80,80,9,0,80,-80
4053,1351,0,BTN,0,0,False,,Qs 7d,0,0,4,0,-20,20
4054,1351,1,SB,0,0,False,,6c Td,-10,10,2,0,-10,10
4055,1351,2,BB,0,3,True,6d 5d 2d 7s 3h,Ad Jc,-680,680,10,0,680,-680
4056,1352,0,BTN,0,2,False,8d 2h 3c Kc,Kd Qd,100,-100,11,100,-50,-50
4057,1352,1,SB,0,2,False,8d 2h 3c Kc,9d Jh,-88,88,9,108,-88,-20
4058,1352,2,BB,0,2,False,8d 2h 3c Kc,Js 5d,-20,20,11,40,-20,-20
4059,1353,0,BTN,0,1,False,Tc 9h 3d,2d 5c,0,0,5,0,20,-20
4060,1353,1,SB,0,0,False,,Td 4c,-10,10,2,0,-10,10
4061,1353,2,BB,0,1,False,Tc 9h 3d,2h 8h,-20,20,5,0,20,-20
4062,1354,0,BTN,0,1,False,6d 8d 2c,5h 7d,0,0,6,0,120,-120
4063,1354,1,SB,0,3,True,6d 8d 2c 6s 4d,Qh Ac,60,-60,9,0,60,-60
4064,1354,2,BB,0,1,False,6d 8d 2c,Qs 3d,-20,20,5,0,20,-20
4065,1355,0,BTN,0,3,False,3h 5c 6s 5d 3s,Jh 2h,0,0,9,0,20,-20
4066,1355,1,SB,0,0,False,,2s Kh,-10,10,2,0,-10,10
4067,1355,2,BB,0,3,False,3h 5c 6s 5d 3s,Qh 7d,-20,20,9,0,20,-20
4068,1356,0,BTN,0,3,False,Qs 2h Ks Ad Th,Qc 6s,0,0,12,0,-320,320
4069,1356,1,SB,0,0,False,,7c 2d,-10,10,2,0,-10,10
4070,1356,2,BB,0,3,True,Qs 2h Ks Ad Th,6d Kc,46,-46,10,0,-46,46
4071,1357,0,BTN,0,1,False,Jh 5c 2d,8s 6d,0,0,6,0,-20,20
4072,1357,1,SB,0,1,False,Jh 5c 2d,Td 9h,-60,60,6,0,-60,60
4073,1357,2,BB,0,3,False,Jh 5c 2d 8c Qc,3d Ah,-20,20,9,0,20,-20
4074,1358,0,BTN,0,3,True,Qc 5s 3d 7d As,Ts 3s,0,0,9,0,-20,20
4075,1358,1,SB,0,3,True,Qc 5s 3d 7d As,4h Jh,-150,150,9,0,-150,150
4076,1358,2,BB,0,3,True,Qc 5s 3d 7d As,Kh 6c,20,-20,9,0,-20,20
4077,1359,0,BTN,0,3,True,Td 6s 5h 9s Ks,6h Th,2050,-2050,14,2050,-50,-2000
4078,1359,1,SB,0,3,True,Td 6s 5h 9s Ks,Kc Js,1392,-1392,10,0,1392,-1392
4079,1359,2,BB,0,3,True,Td 6s 5h 9s Ks,9c Ah,-184,184,10,0,184,-184
4080,1360,0,BTN,0,1,False,8s 3s Ad,Jh 6d,0,0,5,0,20,-20
4081,1360,1,SB,0,0,False,,3c 8h,-10,10,2,0,-10,10
4082,1360,2,BB,0,1,False,8s 3s Ad,9d 7c,-20,20,5,0,20,-20
4083,1361,0,BTN,0,3,True,3h Ks Th Jh 5h,2h 2d,885,-885,9,885,-10,-875
4084,1361,1,SB,0,0,False,,7d 3s,-10,10,2,0,-10,10
4085,1361,2,BB,0,3,True,3h Ks Th Jh 5h,4d Td,40,-40,9,0,-40,40
4086,1362,0,BTN,0,3,False,5h 2c 4s 5c 5s,9s 4h,0,0,9,0,40,-40
4087,1362,1,SB,0,0,False,,2d Qc,-10,10,2,0,-10,10
4088,1362,2,BB,0,3,False,5h 2c 4s 5c 5s,9c Jh,-20,20,9,0,20,-20
4089,1363,0,BTN,0,2,False,5h 7h 8d 8s,3d 6s,0,0,7,0,20,-20
4090,1363,1,SB,0,3,True,5h 7h 8d 8s Td,As Qh,-240,240,10,0,-240,240
4091,1363,2,BB,0,1,False,5h 7h 8d,Th 3s,-20,20,5,0,20,-20
4092,1364,0,BTN,0,3,True,Ks Ac Ah Ts 4h,Kd 2s,0,0,9,0,1280,-1280
4093,1364,1,SB,0,0,False,,Kh 5d,-10,10,2,0,-10,10
4094,1364,2,BB,0,3,True,Ks Ac Ah Ts 4h,Qs 8d,-1280,1280,9,0,1280,-1280
4095,1365,0,BTN,0,1,False,8h 5s 5d,3h Qh,-50,50,7,-50,-50,100
4096,1365,1,SB,0,1,False,8h 5s 5d,Jc 9c,-420,420,8,0,-420,420
4097,1365,2,BB,0,3,True,8h 5s 5d 7s Ad,8d Tc,20,-20,9,0,-20,20
4098,1366,0,BTN,0,3,True,Th 6s Kh Qc 5d,Tc Kc,845,-845,10,845,-825,-20
4099,1366,1,SB,0,3,False,Th 6s Kh Qc 5d,Ad 7h,-240,240,11,0,-240,240
4100,1366,2,BB,0,1,False,Th 6s Kh,4c Qs,-20,20,5,0,20,-20
4101,1367,0,BTN,0,3,False,Qd 4s Jd Ts 5d,6s Qh,0,0,9,0,20,-20
4102,1367,1,SB,0,0,False,,7d 2d,-10,10,2,0,-10,10
4103,1367,2,BB,0,3,False,Qd 4s Jd Ts 5d,Ah 7h,-20,20,9,0,20,-20
4104,1368,0,BTN,0,3,True,5d 6d 6h Ad 9s,3s 3h,-50,50,12,-50,-50,100
4105,1368,1,SB,0,2,False,5d 6d 6h Ad,Kc Jd,-420,420,10,0,-420,420
4106,1368,2,BB,0,3,True,5d 6d 6h Ad 9s,Jh 5c,60,-60,9,0,-60,60
4107,1369,0,BTN,0,3,True,Qs Ts Qd 4h 2d,7c 4c,0,0,10,0,-40,40
4108,1369,1,SB,0,0,False,,8h Js,-10,10,2,0,-10,10
4109,1369,2,BB,0,1,False,Qs Ts Qd,2c 3s,-20,20,5,0,20,-20
4110,1370,0,BTN,0,3,True,6s Qs Ad Kd 7c,Ts Jh,801,-801,12,801,-10,-791
4111,1370,1,SB,0,0,False,,4d 2d,-10,10,2,0,-10,10
4112,1370,2,BB,0,3,True,6s Qs Ad Kd 7c,7h Jd,20,-20,9,0,-20,20
4113,1371,0,BTN,0,1,False,Tc 4d 4c,5d 7c,0,0,7,0,-120,120
4114,1371,1,SB,0,0,False,,Qh 9c,-60,60,4,0,-60,60
4115,1371,2,BB,0,3,True,Tc 4d 4c 4h 5s,As Ah,248,-248,12,0,-248,248
4116,1372,0,BTN,0,2,False,Jh 7s 7d 2c,5s Ad,60,-60,8,60,-10,-50
4117,1372,1,SB,0,0,False,,9s 2h,-10,10,2,0,-10,10
4118,1372,2,BB,0,1,False,Jh 7s 7d,4c 5h,20,-20,6,0,-20,20
4119,1373,0,BTN,0,3,False,Qs 3h 5c 5s 6c,8h 9h,-132,132,10,-132,-10,142
4120,1373,1,SB,0,0,False,,8c Js,-10,10,2,0,-10,10
4121,1373,2,BB,0,3,True,Qs 3h 5c 5s 6c,4s 3d,20,-20,9,0,-20,20
4122,1374,0,BTN,0,1,False,9c Kh Ad,Ah 3d,0,0,5,0,20,-20
4123,1374,1,SB,0,3,True,9c Kh Ad 2c 2s,8s 8c,100,-100,9,0,100,-100
4124,1374,2,BB,0,1,False,9c Kh Ad,Ts 7d,-20,20,5,0,20,-20
4125,1375,0,BTN,0,3,False,7h 6s Qd 4c 3s,7c 5c,232,-232,12,232,-10,-222
4126,1375,1,SB,0,0,False,,3d 4d,-10,10,2,0,-10,10
4127,1375,2,BB,0,3,False,7h 6s Qd 4c 3s,Ah Jd,-20,20,9,0,20,-20
4128,1376,0,BTN,0,3,False,Jc 2c 4s 7h 9d,Ac Kd,-86,86,10,-86,-10,96
4129,1376,1,SB,0,3,False,Jc 2c 4s 7h 9d,3s 8d,-10,10,9,-20,-10,30
4130,1376,2,BB,0,3,False,Jc 2c 4s 7h 9d,9h 6h,40,-40,13,-20,-20,40
4131,1377,0,BTN,0,2,False,5d 7h Th 4c,3d 7d,0,0,9,0,-40,40
4132,1377,1,SB,0,3,False,5d 7h Th 4c Tc,Qs Kd,-250,250,10,0,-250,250
4133,1377,2,BB,0,3,True,5d 7h Th 4c Tc,5s 9c,20,-20,9,0,-20,20
4134,1378,0,BTN,0,3,False,7d Ks Th 2s 3s,Qd Td,232,-232,12,232,-10,-222
4135,1378,1,SB,0,0,False,,3d 4d,-10,10,2,0,-10,10
4136,1378,2,BB,0,1,False,7d Ks Th,8s 9d,20,-20,6,0,-20,20
4137,1379,0,BTN,0,1,False,Qd 7d 7s,5h 6d,0,0,5,0,20,-20
4138,1379,1,SB,0,0,False,,4d Qh,-10,10,2,0,-10,10
4139,1379,2,BB,0,1,False,Qd 7d 7s,8s 6h,-20,20,5,0,20,-20
4140,1380,0,BTN,0,0,False,,Kh 6c,0,0,3,0,20,-20
4141,1380,1,SB,0,3,True,Qc 4h 8s 2s Ah,Ac Kd,578,-578,10,-558,578,-20
4142,1380,2,BB,0,3,True,Qc 4h 8s 2s Ah,8c 4d,1630,-1630,13,-20,-1610,1630
4143,1381,0,BTN,0,0,False,,4s 8c,0,0,4,0,-20,20
4144,1381,1,SB,0,0,False,,3d Tc,-10,10,2,0,-10,10
4145,1381,2,BB,0,2,False,7d 8d Ac 8h,Ad Th,20,-20,8,0,-20,20
4146,1382,0,BTN,0,3,True,6d Td Ac Qs 4h,2h Ts,0,0,9,0,20,-20
4147,1382,1,SB,0,0,False,,Js 5s,20,-20,3,0,20,-20
4148,1382,2,BB,0,3,True,6d Td Ac Qs 4h,5h 2s,-20,20,9,0,20,-20
4149,1383,0,BTN,0,3,True,6d Ah Tc 6c 2c,Kh 5c,0,0,9,0,20,-20
4150,1383,1,SB,0,0,False,,7h Ks,-10,10,2,0,-10,10
4151,1383,2,BB,0,3,True,6d Ah Tc 6c 2c,Qd 9d,-60,60,10,0,60,-60
4152,1384,0,BTN,0,1,False,3d 5h As,7s 9s,-380,380,7,-380,-10,390
4153,1384,1,SB,0,1,False,3d 5h As,7d 4s,-10,10,5,-20,-10,30
4154,1384,2,BB,0,3,False,3d 5h As Ks Js,Ah 2c,80,-80,12,-20,-60,80
